,human_ncbi_id,xenDB_id,frog_gene_name,frog_gene_description,human gene name,Ensembl GeneIDs,xenDB_geneID,frog_ncbi
18482,84501,XB-GENEPAGE-6036118,SPIRE2,spire-type actin nucleation factor 2,SPIRE2,ENSG00000204991,XB-GENE-17346478,XM_018260515
18483,100131244,XB-GENEPAGE-6036150,ANKRD63,ankyrin repeat domain 63,ANKRD63,ENSG00000230778,XB-GENE-17345297,XM_041575402
18484,100131244,XB-GENEPAGE-6036150,ANKRD63,ankyrin repeat domain 63,ANKRD63,ENSG00000230778,XB-GENE-17345297,XM_041575403
18485,51090,XB-GENEPAGE-6036172,PLLP,plasmolipin,PLLP,ENSG00000102934,XB-GENE-6489301,XM_018260651
18486,10146,XB-GENEPAGE-6036634,G3BP1,GTPase activating protein (SH3 domain) binding protein 1,G3BP1,ENSG00000145907,XB-GENE-17333098,XM_018254243
18487,10146,XB-GENEPAGE-6036634,G3BP1,GTPase activating protein (SH3 domain) binding protein 1,G3BP1,ENSG00000145907,XB-GENE-17333098,XM_018254245
18488,10146,XB-GENEPAGE-6036634,G3BP1,GTPase activating protein (SH3 domain) binding protein 1,G3BP1,ENSG00000145907,XB-GENE-17333098,XM_041588002
18489,55083,XB-GENEPAGE-6037304,KIF26B,kinesin family member 26B,KIF26B,ENSG00000162849,XB-GENE-6487347,XM_018265250
18490,55083,XB-GENEPAGE-6037304,KIF26B,kinesin family member 26B,KIF26B,ENSG00000162849,XB-GENE-6487347,XM_018265250
18491,54954,XB-GENEPAGE-6037326,FAM120C,family with sequence similarity 120 member C,FAM120C,ENSG00000184083,XB-GENE-17331891,XM_018232803
18492,54954,XB-GENEPAGE-6037326,FAM120C,family with sequence similarity 120 member C,FAM120C,ENSG00000184083,XB-GENE-17331891,XM_018232804
18493,54954,XB-GENEPAGE-6037326,FAM120C,family with sequence similarity 120 member C,FAM120C,ENSG00000184083,XB-GENE-17331891,XM_018232803
18494,54954,XB-GENEPAGE-6037326,FAM120C,family with sequence similarity 120 member C,FAM120C,ENSG00000184083,XB-GENE-17331891,XM_018232804
18495,79785,XB-GENEPAGE-6037389,RERGL,RERG/RAS-like,RERGL,ENSG00000111404,XB-GENE-6488781,XM_041588237
18496,3741,XB-GENEPAGE-6037400,KCNA5,"potassium channel, voltage gated shaker related subfamily A, member 5",KCNA5,ENSG00000130037,XB-GENE-17346010,XM_041587980
18497,6331,XB-GENEPAGE-6037406,SCN5A,"sodium channel, voltage gated, type V alpha subunit",SCN5A,ENSG00000183873,XB-GENE-17341281,XM_018269001
18498,6331,XB-GENEPAGE-6037406,SCN5A,"sodium channel, voltage gated, type V alpha subunit",SCN5A,ENSG00000183873,XB-GENE-17341281,XM_041567342
18499,6331,XB-GENEPAGE-6037406,SCN5A,"sodium channel, voltage gated, type V alpha subunit",SCN5A,ENSG00000183873,XB-GENE-17341281,XM_041567343
18500,6331,XB-GENEPAGE-6037406,SCN5A,"sodium channel, voltage gated, type V alpha subunit",SCN5A,ENSG00000183873,XB-GENE-17341281,XM_041567344
18501,6331,XB-GENEPAGE-6037406,SCN5A,"sodium channel, voltage gated, type V alpha subunit",SCN5A,ENSG00000183873,XB-GENE-17341281,XM_018269001
18502,6331,XB-GENEPAGE-6037406,SCN5A,"sodium channel, voltage gated, type V alpha subunit",SCN5A,ENSG00000183873,XB-GENE-17341281,XM_041567345
18503,6331,XB-GENEPAGE-6037406,SCN5A,"sodium channel, voltage gated, type V alpha subunit",SCN5A,ENSG00000183873,XB-GENE-17341281,XM_041567346
18504,6331,XB-GENEPAGE-6037406,SCN5A,"sodium channel, voltage gated, type V alpha subunit",SCN5A,ENSG00000183873,XB-GENE-17341281,XM_041567347
18505,6331,XB-GENEPAGE-6037406,SCN5A,"sodium channel, voltage gated, type V alpha subunit",SCN5A,ENSG00000183873,XB-GENE-17341281,XM_041567348
18506,6651,XB-GENEPAGE-6037417,SON,SON DNA binding protein,SON,ENSG00000159140,XB-GENE-6485907,XM_041583414
18507,6651,XB-GENEPAGE-6037417,SON,SON DNA binding protein,SON,ENSG00000159140,XB-GENE-6485907,XM_041583415
18508,6651,XB-GENEPAGE-6037417,SON,SON DNA binding protein,SON,ENSG00000159140,XB-GENE-6485907,XM_041583416
18509,6651,XB-GENEPAGE-6037417,SON,SON DNA binding protein,SON,ENSG00000159140,XB-GENE-6485907,XM_041583417
18510,11183,XB-GENEPAGE-6037446,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5,MAP4K5,ENSG00000012983,XB-GENE-6254006,XM_041574261
18511,11183,XB-GENEPAGE-6037446,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5,MAP4K5,ENSG00000012983,XB-GENE-6254006,XM_041574262
18512,23161,XB-GENEPAGE-6037457,SNX13,sorting nexin 13,SNX13,ENSG00000071189,XB-GENE-6487661,XM_018269211
18513,285489,XB-GENEPAGE-6037471,DOK7,docking protein 7,DOK7,ENSG00000175920,XB-GENE-17337251,XM_018243020
18514,285489,XB-GENEPAGE-6037471,DOK7,docking protein 7,DOK7,ENSG00000175920,XB-GENE-17337251,XM_018243021
18515,1404,XB-GENEPAGE-6037476,HAPLN1,hyaluronan and proteoglycan link protein 1,HAPLN1,ENSG00000145681,XB-GENE-17337246,XM_018244396
18516,1404,XB-GENEPAGE-6037476,HAPLN1,hyaluronan and proteoglycan link protein 1,HAPLN1,ENSG00000145681,XB-GENE-17337246,XM_041580483
18517,8715,XB-GENEPAGE-6037483,NOL4,nucleolar protein 4,NOL4,ENSG00000101746,XB-GENE-17331458,XM_018223692
18518,9294,XB-GENEPAGE-6037488,S1PR2,sphingosine-1-phosphate receptor 2,S1PR2,ENSG00000267534,XB-GENE-6487505,XM_018256278
18519,8476,XB-GENEPAGE-6037507,CDC42BPA,CDC42 binding protein kinase alpha,CDC42BPA,ENSG00000143776,XB-GENE-17332971,XM_018264930
18520,8476,XB-GENEPAGE-6037507,CDC42BPA,CDC42 binding protein kinase alpha,CDC42BPA,ENSG00000143776,XB-GENE-17332971,XM_041564227
18521,8476,XB-GENEPAGE-6037507,CDC42BPA,CDC42 binding protein kinase alpha,CDC42BPA,ENSG00000143776,XB-GENE-17332971,XM_041564228
18522,8476,XB-GENEPAGE-6037507,CDC42BPA,CDC42 binding protein kinase alpha,CDC42BPA,ENSG00000143776,XB-GENE-17332971,XM_041564229
18523,8476,XB-GENEPAGE-6037507,CDC42BPA,CDC42 binding protein kinase alpha,CDC42BPA,ENSG00000143776,XB-GENE-17332971,XM_041564230
18524,54439,XB-GENEPAGE-6037526,RBM27,RNA binding motif protein 27,RBM27,ENSG00000091009,XB-GENE-6486561,XM_018256167
18525,54439,XB-GENEPAGE-6037526,RBM27,RNA binding motif protein 27,RBM27,ENSG00000091009,XB-GENE-6486561,XM_018256168
18526,114795,XB-GENEPAGE-6037548,TMEM132B,transmembrane protein 132B,TMEM132B,ENSG00000139364,XB-GENE-17331764,XM_018244182
18527,80036,XB-GENEPAGE-6037553,TRPM3,"transient receptor potential cation channel, subfamily M, member 3",TRPM3,ENSG00000083067,XB-GENE-17338829,XM_018243848
18528,9912,XB-GENEPAGE-6037572,ARHGAP44,Rho GTPase activating protein 44,ARHGAP44,ENSG00000006740,XB-GENE-17339401,XM_018238576
18529,9912,XB-GENEPAGE-6037572,ARHGAP44,Rho GTPase activating protein 44,ARHGAP44,ENSG00000006740,XB-GENE-17339401,XM_018238577
18530,9912,XB-GENEPAGE-6037572,ARHGAP44,Rho GTPase activating protein 44,ARHGAP44,ENSG00000006740,XB-GENE-17339401,XM_041578538
18531,9912,XB-GENEPAGE-6037572,ARHGAP44,Rho GTPase activating protein 44,ARHGAP44,ENSG00000006740,XB-GENE-17339401,XM_041578539
18532,9912,XB-GENEPAGE-6037572,ARHGAP44,Rho GTPase activating protein 44,ARHGAP44,ENSG00000006740,XB-GENE-17339401,XM_041578540
18533,9912,XB-GENEPAGE-6037572,ARHGAP44,Rho GTPase activating protein 44,ARHGAP44,ENSG00000006740,XB-GENE-17339401,XM_041578541
18534,9912,XB-GENEPAGE-6037572,ARHGAP44,Rho GTPase activating protein 44,ARHGAP44,ENSG00000006740,XB-GENE-17339401,XM_041578542
18535,9912,XB-GENEPAGE-6037572,ARHGAP44,Rho GTPase activating protein 44,ARHGAP44,ENSG00000006740,XB-GENE-17339401,XM_041578543
18536,9912,XB-GENEPAGE-6037572,ARHGAP44,Rho GTPase activating protein 44,ARHGAP44,ENSG00000006740,XB-GENE-17339401,XM_041578544
18537,9912,XB-GENEPAGE-6037572,ARHGAP44,Rho GTPase activating protein 44,ARHGAP44,ENSG00000006740,XB-GENE-17339401,XM_041578545
18538,770,XB-GENEPAGE-6037595,CA11,carbonic anhydrase XI,CA11,ENSG00000063180,XB-GENE-17343553,XM_041571559
18539,56341,XB-GENEPAGE-6037617,PRMT8,protein arginine methyltransferase 8,PRMT8,ENSG00000111218,XB-GENE-17344837,XM_018254850
18540,56341,XB-GENEPAGE-6037617,PRMT8,protein arginine methyltransferase 8,PRMT8,ENSG00000111218,XB-GENE-17344837,XM_041587962
18541,56341,XB-GENEPAGE-6037617,PRMT8,protein arginine methyltransferase 8,PRMT8,ENSG00000111218,XB-GENE-17344837,XM_041587963
18542,780776,XB-GENEPAGE-6037667,TVP23A,trans-golgi network vesicle protein 23 homolog A (S. cerevisiae),TVP23A,ENSG00000166676,XB-GENE-6488086,XM_018239073
18543,10082,XB-GENEPAGE-6037688,GPC6,glypican 6,GPC6,ENSG00000183098,XB-GENE-17340006,XM_018249884
18544,8857,XB-GENEPAGE-6037900,FCGBP,Fc gamma binding protein,FCGBP,ENSG00000275395,XB-GENE-17340838,XM_018228367
18545,8857,XB-GENEPAGE-6037900,FCGBP,Fc gamma binding protein,FCGBP,ENSG00000275395,XB-GENE-17340838,XM_018228367
18546,747,XB-GENEPAGE-6037908,DAGLA,"diacylglycerol lipase, alpha",DAGLA,ENSG00000134780,XB-GENE-17334736,XM_018260111
18547,747,XB-GENEPAGE-6037908,DAGLA,"diacylglycerol lipase, alpha",DAGLA,ENSG00000134780,XB-GENE-17334736,XM_018260112
18548,747,XB-GENEPAGE-6037908,DAGLA,"diacylglycerol lipase, alpha",DAGLA,ENSG00000134780,XB-GENE-17334736,XM_041560877
18549,84766,XB-GENEPAGE-6038601,CRACR2A,calcium release activated channel regulator 2A,CRACR2A,ENSG00000130038,XB-GENE-6488579,XM_018254871
18550,23218,XB-GENEPAGE-6038809,NBEAL2,neurobeachin like 2,NBEAL2,ENSG00000160796,XB-GENE-6488456,XM_041567316
18551,23218,XB-GENEPAGE-6038809,NBEAL2,neurobeachin like 2,NBEAL2,ENSG00000160796,XB-GENE-6488456,XM_041567317
18552,23218,XB-GENEPAGE-6038809,NBEAL2,neurobeachin like 2,NBEAL2,ENSG00000160796,XB-GENE-6488456,XM_041567318
18553,23218,XB-GENEPAGE-6038809,NBEAL2,neurobeachin like 2,NBEAL2,ENSG00000160796,XB-GENE-6488456,XM_041567319
18554,23218,XB-GENEPAGE-6038809,NBEAL2,neurobeachin like 2,NBEAL2,ENSG00000160796,XB-GENE-6488456,XM_041567320
18555,55843,XB-GENEPAGE-6038822,ARHGAP15,Rho GTPase activating protein 15,ARHGAP15,ENSG00000075884,XB-GENE-17342382,XM_041578094
18556,727957,XB-GENEPAGE-6038827,MROH1,maestro heat-like repeat family member 1,MROH1,ENSG00000179832,XB-GENE-6488664,XM_018224007
18557,727957,XB-GENEPAGE-6038827,MROH1,maestro heat-like repeat family member 1,MROH1,ENSG00000179832,XB-GENE-6488664,XM_018224008
18558,727957,XB-GENEPAGE-6038827,MROH1,maestro heat-like repeat family member 1,MROH1,ENSG00000179832,XB-GENE-6488664,XM_041568230
18559,164284,XB-GENEPAGE-6038850,APCDD1L,adenomatosis polyposis coli down-regulated 1-like,APCDD1L,ENSG00000198768,XB-GENE-17333041,XM_018238249
18560,22879,XB-GENEPAGE-6039033,MON1B,"MON1 homolog B, secretory trafficking associated",MON1B,ENSG00000103111,XB-GENE-6485615,XM_018232181
18561,79094,XB-GENEPAGE-6039062,CHAC1,ChaC glutathione-specific gamma-glutamylcyclotransferase 1,CHAC1,ENSG00000128965,XB-GENE-17339989,XM_041574363
18562,114815,XB-GENEPAGE-6039087,SORCS1,sortilin-related VPS10 domain containing receptor 1,SORCS1,ENSG00000108018,XB-GENE-17344063,XM_018227212
18563,114815,XB-GENEPAGE-6039087,SORCS1,sortilin-related VPS10 domain containing receptor 1,SORCS1,ENSG00000108018,XB-GENE-17344063,XM_041570753
18564,114815,XB-GENEPAGE-6039087,SORCS1,sortilin-related VPS10 domain containing receptor 1,SORCS1,ENSG00000108018,XB-GENE-17344063,XM_041570754
18565,114815,XB-GENEPAGE-6039087,SORCS1,sortilin-related VPS10 domain containing receptor 1,SORCS1,ENSG00000108018,XB-GENE-17344063,XM_041570755
18566,9671,XB-GENEPAGE-6039191,WSCD2,WSC domain containing 2,WSCD2,ENSG00000075035,XB-GENE-6487503,XM_018244231
18567,90161,XB-GENEPAGE-6039290,HS6ST2,heparan sulfate 6-O-sulfotransferase 2,HS6ST2,ENSG00000171004,XB-GENE-17345044,XM_041575105
18568,90161,XB-GENEPAGE-6039290,HS6ST2,heparan sulfate 6-O-sulfotransferase 2,HS6ST2,ENSG00000171004,XB-GENE-17345044,XM_041575106
18569,7094,XB-GENEPAGE-6039296,TLN1,talin 1,TLN1,ENSG00000137076,XB-GENE-17345042,XM_041570960
18570,7094,XB-GENEPAGE-6039296,TLN1,talin 1,TLN1,ENSG00000137076,XB-GENE-17345042,XM_041570962
18571,1007,XB-GENEPAGE-6039318,CDH9,"cadherin 9, type 2 (T1-cadherin)",CDH9,ENSG00000113100,XB-GENE-6488955,XM_018269496
18572,1007,XB-GENEPAGE-6039318,CDH9,"cadherin 9, type 2 (T1-cadherin)",CDH9,ENSG00000113100,XB-GENE-6488955,XM_041567649
18573,23271,XB-GENEPAGE-6039324,CAMSAP2,calmodulin regulated spectrin associated protein family member 2,CAMSAP2,ENSG00000118200,XB-GENE-17337229,XM_018261099
18574,23271,XB-GENEPAGE-6039324,CAMSAP2,calmodulin regulated spectrin associated protein family member 2,CAMSAP2,ENSG00000118200,XB-GENE-17337229,XM_018261101
18575,23367,XB-GENEPAGE-6039335,LARP1,La ribonucleoprotein domain family member 1,LARP1,ENSG00000155506,XB-GENE-17345397,XM_018254925
18576,23367,XB-GENEPAGE-6039335,LARP1,La ribonucleoprotein domain family member 1,LARP1,ENSG00000155506,XB-GENE-17345397,XM_018254926
18577,23367,XB-GENEPAGE-6039335,LARP1,La ribonucleoprotein domain family member 1,LARP1,ENSG00000155506,XB-GENE-17345397,XM_018254927
18578,23367,XB-GENEPAGE-6039335,LARP1,La ribonucleoprotein domain family member 1,LARP1,ENSG00000155506,XB-GENE-17345397,XM_041588021
18579,200959,XB-GENEPAGE-6039477,GABRR3,"gamma-aminobutyric acid (GABA) A receptor, rho 3 (gene/pseudogene)",GABRR3,ENSG00000183185,XB-GENE-12441428,XM_018248704
18580,57449,XB-GENEPAGE-6039486,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5,PLEKHG5,ENSG00000171680,XB-GENE-17340235,XM_018227967
18581,57449,XB-GENEPAGE-6039486,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5,PLEKHG5,ENSG00000171680,XB-GENE-17340235,XM_018227969
18582,57449,XB-GENEPAGE-6039486,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5,PLEKHG5,ENSG00000171680,XB-GENE-17340235,XM_041571485
18583,57449,XB-GENEPAGE-6039486,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5,PLEKHG5,ENSG00000171680,XB-GENE-17340235,XM_041571486
18584,9920,XB-GENEPAGE-6039499,KBTBD11,kelch repeat and BTB (POZ) domain containing 11,KBTBD11,ENSG00000176595,XB-GENE-6487547,XM_018265566
18585,9832,XB-GENEPAGE-6039513,JAKMIP2,janus kinase and microtubule interacting protein 2,JAKMIP2,ENSG00000176049,XB-GENE-17330336,XM_018256129
18586,9832,XB-GENEPAGE-6039513,JAKMIP2,janus kinase and microtubule interacting protein 2,JAKMIP2,ENSG00000176049,XB-GENE-17330336,XM_041588710
18587,121601,XB-GENEPAGE-6039526,ANO4,anoctamin 4,ANO4,ENSG00000151572,XB-GENE-17339810,XM_041588673
18588,54102,XB-GENEPAGE-6039571,CLIC6,chloride intracellular channel 6,CLIC6,ENSG00000159212,XB-GENE-17346709,XM_018248898
18589,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_018259946
18590,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591538
18591,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591539
18592,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591540
18593,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591541
18594,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_018259943
18595,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591542
18596,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591543
18597,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591544
18598,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591545
18599,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591546
18600,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591547
18601,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591548
18602,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591549
18603,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591550
18604,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_018259947
18605,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591551
18606,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591552
18607,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591553
18608,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_041591554
18609,9379,XB-GENEPAGE-6039576,NRXN2,neurexin 2,NRXN2,ENSG00000110076,XB-GENE-17345681,XM_018259945
18610,222389,XB-GENEPAGE-6039597,BEND7,BEN domain containing 7,BEND7,ENSG00000165626,XB-GENE-17332779,XM_041588459
18611,55582,XB-GENEPAGE-6039605,KIF27,kinesin family member 27,KIF27,ENSG00000165115,XB-GENE-17332583,XM_018267252
18612,55582,XB-GENEPAGE-6039605,KIF27,kinesin family member 27,KIF27,ENSG00000165115,XB-GENE-17332583,XM_018267261
18613,55582,XB-GENEPAGE-6039605,KIF27,kinesin family member 27,KIF27,ENSG00000165115,XB-GENE-17332583,XM_018267278
18614,79369,XB-GENEPAGE-6039653,B3GNT4,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4",B3GNT4,ENSG00000176383,XB-GENE-6487434,XM_018242577
18615,23025,XB-GENEPAGE-6039663,UNC13A,unc-13 homolog A,UNC13A,ENSG00000130477,XB-GENE-17331980,XM_041579881
18616,23025,XB-GENEPAGE-6039663,UNC13A,unc-13 homolog A,UNC13A,ENSG00000130477,XB-GENE-17331980,XM_041579882
18617,23025,XB-GENEPAGE-6039663,UNC13A,unc-13 homolog A,UNC13A,ENSG00000130477,XB-GENE-17331980,XM_041579883
18618,23025,XB-GENEPAGE-6039663,UNC13A,unc-13 homolog A,UNC13A,ENSG00000130477,XB-GENE-17331980,XM_041579884
18619,23025,XB-GENEPAGE-6039663,UNC13A,unc-13 homolog A,UNC13A,ENSG00000130477,XB-GENE-17331980,XM_041579885
18620,23025,XB-GENEPAGE-6039663,UNC13A,unc-13 homolog A,UNC13A,ENSG00000130477,XB-GENE-17331980,XM_041579886
18621,23025,XB-GENEPAGE-6039663,UNC13A,unc-13 homolog A,UNC13A,ENSG00000130477,XB-GENE-17331980,XM_041579887
18622,23025,XB-GENEPAGE-6039663,UNC13A,unc-13 homolog A,UNC13A,ENSG00000130477,XB-GENE-17331980,XM_041579888
18623,23025,XB-GENEPAGE-6039663,UNC13A,unc-13 homolog A,UNC13A,ENSG00000130477,XB-GENE-17331980,XM_041579889
18624,23025,XB-GENEPAGE-6039663,UNC13A,unc-13 homolog A,UNC13A,ENSG00000130477,XB-GENE-17331980,XM_041579890
18625,23025,XB-GENEPAGE-6039663,UNC13A,unc-13 homolog A,UNC13A,ENSG00000130477,XB-GENE-17331980,XM_018243590
18626,23025,XB-GENEPAGE-6039663,UNC13A,unc-13 homolog A,UNC13A,ENSG00000130477,XB-GENE-17331980,XM_018243589
18627,9626,XB-GENEPAGE-6039674,GUCA1C,guanylate cyclase activator 1C,GUCA1C,ENSG00000138472,XB-GENE-17340735,XM_018248730
18628,826,XB-GENEPAGE-6039679,CAPNS1,"calpain, small subunit 1",CAPNS1,ENSG00000126247,XB-GENE-17340739,XM_041571824
18629,165904,XB-GENEPAGE-6039811,XIRP1,xin actin binding repeat containing 1,XIRP1,ENSG00000168334,XB-GENE-6488484,XM_041568291
18630,57148,XB-GENEPAGE-6039897,RALGAPB,"Ral GTPase activating protein, beta subunit (non-catalytic)",RALGAPB,ENSG00000170471,XB-GENE-17335522,XM_041578082
18631,85458,XB-GENEPAGE-6039928,DIXDC1,DIX domain containing 1,DIXDC1,ENSG00000150764,XB-GENE-17340095,XM_041571390
18632,85458,XB-GENEPAGE-6039928,DIXDC1,DIX domain containing 1,DIXDC1,ENSG00000150764,XB-GENE-17340095,XM_041571391
18633,85458,XB-GENEPAGE-6039928,DIXDC1,DIX domain containing 1,DIXDC1,ENSG00000150764,XB-GENE-17340095,XM_041571392
18634,85458,XB-GENEPAGE-6039928,DIXDC1,DIX domain containing 1,DIXDC1,ENSG00000150764,XB-GENE-17340095,XM_041571393
18635,85458,XB-GENEPAGE-6039928,DIXDC1,DIX domain containing 1,DIXDC1,ENSG00000150764,XB-GENE-17340095,XM_041571394
18636,79786,XB-GENEPAGE-6040064,KLHL36,kelch like family member 36,KLHL36,ENSG00000135686,XB-GENE-17339108,XM_018260576
18637,79786,XB-GENEPAGE-6040064,KLHL36,kelch like family member 36,KLHL36,ENSG00000135686,XB-GENE-17339108,XM_018260577
18638,79786,XB-GENEPAGE-6040064,KLHL36,kelch like family member 36,KLHL36,ENSG00000135686,XB-GENE-17339108,XM_018260578
18639,79786,XB-GENEPAGE-6040064,KLHL36,kelch like family member 36,KLHL36,ENSG00000135686,XB-GENE-17339108,XM_018260579
18640,79786,XB-GENEPAGE-6040064,KLHL36,kelch like family member 36,KLHL36,ENSG00000135686,XB-GENE-17339108,XM_041561183
18641,79786,XB-GENEPAGE-6040064,KLHL36,kelch like family member 36,KLHL36,ENSG00000135686,XB-GENE-17339108,XM_041561184
18642,27445,XB-GENEPAGE-6040102,PCLO,piccolo presynaptic cytomatrix protein,PCLO,ENSG00000186472,XB-GENE-17344762,XM_041588475
18643,27445,XB-GENEPAGE-6040102,PCLO,piccolo presynaptic cytomatrix protein,PCLO,ENSG00000186472,XB-GENE-17344762,XM_041588476
18644,27445,XB-GENEPAGE-6040102,PCLO,piccolo presynaptic cytomatrix protein,PCLO,ENSG00000186472,XB-GENE-17344762,XM_041588477
18645,115265,XB-GENEPAGE-6040114,DDIT4L,DNA damage inducible transcript 4 like,DDIT4L,ENSG00000145358,XB-GENE-17336069,XM_041577540
18646,65124,XB-GENEPAGE-6040119,SOWAHC,sosondowah ankyrin repeat domain family member C,SOWAHC,ENSG00000198142,XB-GENE-17336064,XM_018249792
18647,57482,XB-GENEPAGE-6040137,CRACD,capping protein inhibiting regulator of actin dynamics,CRACD,ENSG00000109265,XB-GENE-17335822,XM_018243152
18648,57482,XB-GENEPAGE-6040137,CRACD,capping protein inhibiting regulator of actin dynamics,CRACD,ENSG00000109265,XB-GENE-17335822,XM_041579481
18649,8541,XB-GENEPAGE-6040149,PPFIA3,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3",PPFIA3,ENSG00000177380,XB-GENE-6489402,XM_041571646
18650,8541,XB-GENEPAGE-6040149,PPFIA3,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3",PPFIA3,ENSG00000177380,XB-GENE-6489402,XM_041571647
18651,8541,XB-GENEPAGE-6040149,PPFIA3,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3",PPFIA3,ENSG00000177380,XB-GENE-6489402,XM_041571648
18652,283985,XB-GENEPAGE-6040233,FADS6,fatty acid desaturase 6,FADS6,ENSG00000172782,XB-GENE-17342441,XM_018237718
18653,91978,XB-GENEPAGE-6040242,TPGS1,tubulin polyglutamylase complex subunit 1,TPGS1,ENSG00000141933,XB-GENE-6486316,XM_018243692
18654,91978,XB-GENEPAGE-6040242,TPGS1,tubulin polyglutamylase complex subunit 1,TPGS1,ENSG00000141933,XB-GENE-6486316,XM_041579941
